"GSM","Score","GSE","Platform","GenesFound","GenesExpected","SampleTitle","Characteristics","LibSize","TreatmentRaw","CellLine","Genotype","IsControl","Agent","AgentConfidence"
"GSM3574196",1.06344751185628,"GSE125437","NCBI-counts",6,6,"KOPN8.BAY1251152.8h_Rep2","cell line: KOPN-8 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-ENL",21536821,"BAY-1251152","KOPN-8",NA,FALSE,"BAY-1251152","high"
"GSM3574197",1.54760608927335,"GSE125437","NCBI-counts",6,6,"KOPN8.OTX015.8h_Rep1","cell line: KOPN-8 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-ENL",10663278,"OTX015","KOPN-8",NA,FALSE,"OTX015","high"
"GSM3574198",1.57382847966225,"GSE125437","NCBI-counts",6,6,"KOPN8.OTX015.8h_Rep2","cell line: KOPN-8 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-ENL",18927909,"OTX015","KOPN-8",NA,FALSE,"OTX015","high"
"GSM3574199",1.54268055572001,"GSE125437","NCBI-counts",6,6,"KOPN8.OTX015.8h_Rep3","cell line: KOPN-8 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-ENL",19778793,"OTX015","KOPN-8",NA,FALSE,"OTX015","high"
"GSM3574200",1.59741208794612,"GSE125437","NCBI-counts",6,6,"KOPN8.BAY155.24h_Rep1","cell line: KOPN-8 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-ENL",19070197,"BAY-155","KOPN-8",NA,FALSE,"BAY-155","high"
"GSM3574201",1.60725873704054,"GSE125437","NCBI-counts",6,6,"KOPN8.BAY155.24h_Rep2","cell line: KOPN-8 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-ENL",17895078,"BAY-155","KOPN-8",NA,FALSE,"BAY-155","high"
"GSM3574202",1.59446013490379,"GSE125437","NCBI-counts",6,6,"KOPN8.BAY155.24h_Rep3","cell line: KOPN-8 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-ENL",18407843,"BAY-155","KOPN-8",NA,FALSE,"BAY-155","high"
"GSM3574203",1.45359734175885,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.8h_Rep1","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 8 | mll fusion type: MLL-ENL",22665237,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574204",1.42734607477189,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.8h_Rep2","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 8 | mll fusion type: MLL-ENL",21401306,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574205",1.45531983426726,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.8h_Rep3","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 8 | mll fusion type: MLL-ENL",19042416,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574206",1.52288571191378,"GSE125437","NCBI-counts",6,6,"KOPN8.Brequinar.24h_Rep1","cell line: KOPN-8 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-ENL",17803021,"Brequinar","KOPN-8",NA,FALSE,"Brequinar","high"
"GSM3574207",1.49808517260589,"GSE125437","NCBI-counts",6,6,"KOPN8.Brequinar.24h_Rep2","cell line: KOPN-8 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-ENL",21543510,"Brequinar","KOPN-8",NA,FALSE,"Brequinar","high"
"GSM3574208",1.49175074500476,"GSE125437","NCBI-counts",6,6,"KOPN8.Brequinar.24h_Rep3","cell line: KOPN-8 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-ENL",18537311,"Brequinar","KOPN-8",NA,FALSE,"Brequinar","high"
"GSM3574209",1.56866546247619,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.24h_Rep1","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-ENL",20523969,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574210",1.63973935175059,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.24h_Rep2","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-ENL",21725647,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574211",1.60832787242842,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.24h_Rep3","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-ENL",21327101,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574212",1.62757403700482,"GSE125437","NCBI-counts",6,6,"KOPN8.EPZ5676.96h_Rep1","cell line: KOPN-8 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-ENL",18709194,"EPZ-5676","KOPN-8",NA,FALSE,"EPZ-5676","high"
"GSM3574213",1.64716143289098,"GSE125437","NCBI-counts",6,6,"KOPN8.EPZ5676.96h_Rep2","cell line: KOPN-8 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-ENL",18898854,"EPZ-5676","KOPN-8",NA,FALSE,"EPZ-5676","high"
"GSM3574214",1.61743949845332,"GSE125437","NCBI-counts",6,6,"KOPN8.EPZ5676.96h_Rep3","cell line: KOPN-8 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-ENL",21449641,"EPZ-5676","KOPN-8",NA,FALSE,"EPZ-5676","high"
"GSM3574215",1.71284926202358,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.96h_Rep1","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-ENL",21763107,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574216",1.70647384435863,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.96h_Rep2","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-ENL",15120915,"DMSO","KOPN-8",NA,TRUE,"control","control"
"GSM3574217",1.72170987128195,"GSE125437","NCBI-counts",6,6,"KOPN8.DMSO.96h_Rep3","cell line: KOPN-8 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-ENL",17745543,"DMSO","KOPN-8",NA,TRUE,"control","control"
