"GSM","SampleTitle","Score","GSE","Platform","GenesFound","GenesExpected","TreatmentRaw","CellLine","Genotype","IsControl","Agent","AgentConfidence","Log2Applied"
"GSM738416","THP-1 DMSO 48h sample2",2.9722304323463,"GSE29799","GPL6244",6,6,"DMSO for 48h","MLL-AF9/NrasG12D human cell line",NA,TRUE,"control","control",FALSE
"GSM738417","THP-1 DMSO 48h sample3",2.9850752193724,"GSE29799","GPL6244",6,6,"DMSO for 48h","MLL-AF9/NrasG12D human cell line",NA,TRUE,"control","control",FALSE
"GSM738418","THP-1 250nM JQ1 48h sample1",2.9490484826147,"GSE29799","GPL6244",6,6,"250nM JQ1 for 48h","MLL-AF9/NrasG12D human cell line",NA,FALSE,"JQ1","high",FALSE
"GSM738419","THP-1 250nM JQ1 48h sample2",2.9931113569467,"GSE29799","GPL6244",6,6,"250nM JQ1 for 48h","MLL-AF9/NrasG12D human cell line",NA,FALSE,"JQ1","high",FALSE
"GSM738420","THP-1 250nM JQ1 48h sample3",2.851968492025,"GSE29799","GPL6244",6,6,"250nM JQ1 for 48h","MLL-AF9/NrasG12D human cell line",NA,FALSE,"JQ1","high",FALSE
"GSM739148","3 uM EPZ004777 treated, DAY 2, biological rep.1, MV4-11 cells",3.40504201940119,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739149","3 uM EPZ004777 treated, DAY 2, biological rep.2, MV4-11 cells",3.35663209949326,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739150","3 uM EPZ004777 treated, DAY 2, biological rep.3, MV4-11 cells",3.39744760955364,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739151","Vehicle treated, DAY 2, biological rep.1, MV4-11 cells",3.49542908297246,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739152","Vehicle treated, DAY 2, biological rep.2, MV4-11 cells",3.4873419857033,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739153","Vehicle treated, DAY 2, biological rep.3, MV4-11 cells",3.48106731018698,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739154","3 uM EPZ004777 treated, DAY 4, biological rep.1, MV4-11 cells",3.23049642210823,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739155","3 uM EPZ004777 treated, DAY 4, biological rep.2, MV4-11 cells",3.29081114034315,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739156","3 uM EPZ004777 treated, DAY 4, biological rep.3, MV4-11 cells",3.28860610222772,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739157","Vehicle treated, DAY 4, biological rep.1, MV4-11 cells",3.47038345271764,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739158","Vehicle treated, DAY 4, biological rep.2, MV4-11 cells",3.47847007268345,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739159","Vehicle treated, DAY 4, biological rep.3, MV4-11 cells",3.51405463187237,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739160","3 uM EPZ004777 treated, DAY 6, biological rep.1, MV4-11 cells",3.26279948696391,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739161","3 uM EPZ004777 treated, DAY 6, biological rep.2, MV4-11 cells",3.2355547619465,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739162","3 uM EPZ004777 treated, DAY 6, biological rep.3, MV4-11 cells",3.29227258009199,"GSE29828","GPL570",6,6,"EPZ004777","MV4-11",NA,FALSE,"EPZ004777","high",TRUE
"GSM739163","Vehicle treated, DAY 6, biological rep.1, MV4-11 cells",3.50593809605978,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739164","Vehicle treated, DAY 6, biological rep.2, MV4-11 cells",3.51801736363391,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739165","Vehicle treated, DAY 6, biological rep.3, MV4-11 cells",3.47330730194699,"GSE29828","GPL570",6,6,"Vehicle","MV4-11",NA,TRUE,"control","control",TRUE
"GSM739166","3 uM EPZ004777 treated, DAY 6, biological rep.1, MOLM-13 cells",3.50262138892596,"GSE29828","GPL570",6,6,"EPZ004777","MOLM-13",NA,FALSE,"EPZ004777","high",TRUE
"GSM739167","3 uM EPZ004777 treated, DAY 6, biological rep.2, MOLM-13 cells",3.47237584809289,"GSE29828","GPL570",6,6,"EPZ004777","MOLM-13",NA,FALSE,"EPZ004777","high",TRUE
"GSM739168","3 uM EPZ004777 treated, DAY 6, biological rep.3, MOLM-13 cells",3.50640015150133,"GSE29828","GPL570",6,6,"EPZ004777","MOLM-13",NA,FALSE,"EPZ004777","high",TRUE
"GSM739169","Vehicle treated, DAY 6, biological rep.1, MOLM-13 cells",4.0198265314725,"GSE29828","GPL570",6,6,"Vehicle","MOLM-13",NA,TRUE,"control","control",TRUE
"GSM739170","Vehicle treated, DAY 6, biological rep.2, MOLM-13 cells",3.95463949724424,"GSE29828","GPL570",6,6,"Vehicle","MOLM-13",NA,TRUE,"control","control",TRUE
"GSM739171","Vehicle treated, DAY 6, biological rep.3, MOLM-13 cells",3.99249115917947,"GSE29828","GPL570",6,6,"Vehicle","MOLM-13",NA,TRUE,"control","control",TRUE
"GSM853013","HL60_untreated 5688",3.7474971168579,"GSE34672","GPL10558",5,6,"vehicle","HL-60",NA,TRUE,"control","control",FALSE
"GSM853014","HL60_ATRA 5689",3.7372119396122,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid","HL-60",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853015","HL60_TCP 5690",3.6980514129878,"GSE34672","GPL10558",5,6,"tranycypromine","HL-60",NA,FALSE,"tranycypromine","high",FALSE
"GSM853016","HL60_ATRA+TCP 5691",3.615108393881,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","HL-60",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853017","HL60_shScram 5694",3.8003264847089,"GSE34672","GPL10558",5,6,"scrambled control shRNA","HL-60",NA,FALSE,"scrambled control shRNA","high",FALSE
"GSM853018","HL60_shLSD1#1 5695",3.7974902206085,"GSE34672","GPL10558",5,6,"LSD1 shRNA #1","HL-60",NA,FALSE,"LSD1 shRNA #1","high",FALSE
"GSM853019","HL60_shLSD1#2 5696",3.763627757563,"GSE34672","GPL10558",5,6,"LSD1 shRNA #2","HL-60",NA,FALSE,"LSD1 shRNA #2","high",FALSE
"GSM853020","TEX_untreated 5700",5.219738573743,"GSE34672","GPL10558",5,6,"vehicle","TEX",NA,TRUE,"control","control",FALSE
"GSM853021","TEX_ATRA 5701",4.828314096279,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid","TEX",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853022","TEX_TCP 5702",5.277480993383,"GSE34672","GPL10558",5,6,"tranycypromine","TEX",NA,FALSE,"tranycypromine","high",FALSE
"GSM853023","TEX_ATRA+TCP 5703",4.943104243948,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","TEX",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853024","HL60_untreated 6094",3.6886548491911,"GSE34672","GPL10558",5,6,"vehicle","HL-60",NA,TRUE,"control","control",FALSE
"GSM853025","HL60_ATRA 6095",3.6508314874958,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid","HL-60",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853026","HL60_TCP 6096",3.6680967367099,"GSE34672","GPL10558",5,6,"tranycypromine","HL-60",NA,FALSE,"tranycypromine","high",FALSE
"GSM853027","HL60_ATRA+TCP 6097",3.6221581079694,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","HL-60",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853028","TEX_untreated 6098",5.108356924871,"GSE34672","GPL10558",5,6,"vehicle","TEX",NA,TRUE,"control","control",FALSE
"GSM853029","TEX_ATRA 6099",5.163098052588,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid","TEX",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853030","TEX_TCP 6100",4.851078806593,"GSE34672","GPL10558",5,6,"tranycypromine","TEX",NA,FALSE,"tranycypromine","high",FALSE
"GSM853031","TEX_ATRA+TCP 6101",4.874674208612,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","TEX",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853032","HL60_shScram 6103",3.7716387578191,"GSE34672","GPL10558",5,6,"scrambled control shRNA","HL-60",NA,FALSE,"scrambled control shRNA","high",FALSE
"GSM853033","HL60_shLSD1#1 6104",3.7658604935961,"GSE34672","GPL10558",5,6,"LSD1 shRNA #1","HL-60",NA,FALSE,"LSD1 shRNA #1","high",FALSE
"GSM853034","HL60_shLSD1#2 6105",3.7168582906773,"GSE34672","GPL10558",5,6,"LSD1 shRNA #2","HL-60",NA,FALSE,"LSD1 shRNA #2","high",FALSE
"GSM853035","HL60_untreated 6110",3.7092546682228,"GSE34672","GPL10558",5,6,"vehicle","HL-60",NA,TRUE,"control","control",FALSE
"GSM853036","HL60_ATRA 6111",3.7000383291674,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid","HL-60",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853037","HL60_TCP 6112",3.7063642971663,"GSE34672","GPL10558",5,6,"tranycypromine","HL-60",NA,FALSE,"tranycypromine","high",FALSE
"GSM853038","HL60_ATRA+TCP 6113",3.6453125942294,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","HL-60",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853039","TEX_untreated 6114",5.10752449794,"GSE34672","GPL10558",5,6,"vehicle","TEX",NA,TRUE,"control","control",FALSE
"GSM853040","TEX_ATRA 6115",5.057174072533,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid","TEX",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853041","TEX_TCP 6116",4.778395054204,"GSE34672","GPL10558",5,6,"tranycypromine","TEX",NA,FALSE,"tranycypromine","high",FALSE
"GSM853042","TEX_ATRA+TCP 6117",4.848781818146,"GSE34672","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","TEX",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853013","HL60_untreated 5688",3.7474971168579,"GSE34726","GPL10558",5,6,"vehicle","HL-60",NA,TRUE,"control","control",FALSE
"GSM853014","HL60_ATRA 5689",3.7372119396122,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid","HL-60",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853015","HL60_TCP 5690",3.6980514129878,"GSE34726","GPL10558",5,6,"tranycypromine","HL-60",NA,FALSE,"tranycypromine","high",FALSE
"GSM853016","HL60_ATRA+TCP 5691",3.615108393881,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","HL-60",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853017","HL60_shScram 5694",3.8003264847089,"GSE34726","GPL10558",5,6,"scrambled control shRNA","HL-60",NA,FALSE,"scrambled control shRNA","high",FALSE
"GSM853018","HL60_shLSD1#1 5695",3.7974902206085,"GSE34726","GPL10558",5,6,"LSD1 shRNA #1","HL-60",NA,FALSE,"LSD1 shRNA #1","high",FALSE
"GSM853019","HL60_shLSD1#2 5696",3.763627757563,"GSE34726","GPL10558",5,6,"LSD1 shRNA #2","HL-60",NA,FALSE,"LSD1 shRNA #2","high",FALSE
"GSM853020","TEX_untreated 5700",5.219738573743,"GSE34726","GPL10558",5,6,"vehicle","TEX",NA,TRUE,"control","control",FALSE
"GSM853021","TEX_ATRA 5701",4.828314096279,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid","TEX",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853022","TEX_TCP 5702",5.277480993383,"GSE34726","GPL10558",5,6,"tranycypromine","TEX",NA,FALSE,"tranycypromine","high",FALSE
"GSM853023","TEX_ATRA+TCP 5703",4.943104243948,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","TEX",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853024","HL60_untreated 6094",3.6886548491911,"GSE34726","GPL10558",5,6,"vehicle","HL-60",NA,TRUE,"control","control",FALSE
"GSM853025","HL60_ATRA 6095",3.6508314874958,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid","HL-60",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853026","HL60_TCP 6096",3.6680967367099,"GSE34726","GPL10558",5,6,"tranycypromine","HL-60",NA,FALSE,"tranycypromine","high",FALSE
"GSM853027","HL60_ATRA+TCP 6097",3.6221581079694,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","HL-60",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853028","TEX_untreated 6098",5.108356924871,"GSE34726","GPL10558",5,6,"vehicle","TEX",NA,TRUE,"control","control",FALSE
"GSM853029","TEX_ATRA 6099",5.163098052588,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid","TEX",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853030","TEX_TCP 6100",4.851078806593,"GSE34726","GPL10558",5,6,"tranycypromine","TEX",NA,FALSE,"tranycypromine","high",FALSE
"GSM853031","TEX_ATRA+TCP 6101",4.874674208612,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","TEX",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853032","HL60_shScram 6103",3.7716387578191,"GSE34726","GPL10558",5,6,"scrambled control shRNA","HL-60",NA,FALSE,"scrambled control shRNA","high",FALSE
"GSM853033","HL60_shLSD1#1 6104",3.7658604935961,"GSE34726","GPL10558",5,6,"LSD1 shRNA #1","HL-60",NA,FALSE,"LSD1 shRNA #1","high",FALSE
"GSM853034","HL60_shLSD1#2 6105",3.7168582906773,"GSE34726","GPL10558",5,6,"LSD1 shRNA #2","HL-60",NA,FALSE,"LSD1 shRNA #2","high",FALSE
"GSM853035","HL60_untreated 6110",3.7092546682228,"GSE34726","GPL10558",5,6,"vehicle","HL-60",NA,TRUE,"control","control",FALSE
"GSM853036","HL60_ATRA 6111",3.7000383291674,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid","HL-60",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853037","HL60_TCP 6112",3.7063642971663,"GSE34726","GPL10558",5,6,"tranycypromine","HL-60",NA,FALSE,"tranycypromine","high",FALSE
"GSM853038","HL60_ATRA+TCP 6113",3.6453125942294,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","HL-60",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM853039","TEX_untreated 6114",5.10752449794,"GSE34726","GPL10558",5,6,"vehicle","TEX",NA,TRUE,"control","control",FALSE
"GSM853040","TEX_ATRA 6115",5.057174072533,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid","TEX",NA,FALSE,"all-trans-retinoic acid","high",FALSE
"GSM853041","TEX_TCP 6116",4.778395054204,"GSE34726","GPL10558",5,6,"tranycypromine","TEX",NA,FALSE,"tranycypromine","high",FALSE
"GSM853042","TEX_ATRA+TCP 6117",4.848781818146,"GSE34726","GPL10558",5,6,"all-trans-retinoic acid and tranylcypromine","TEX",NA,FALSE,"all-trans-retinoic acid and tranylcypromine","low",FALSE
"GSM859608","CD45+CD33+CD19-CD3- cells from engrafted AML blasts treated with vehicle, replicate 1",0.2120580637415,"GSE34965","GPL570",6,6,"vehicle","sorted CD45+CD33+CD19-CD3- AML blasts",NA,TRUE,"control","control",FALSE
"GSM859609","CD45+CD33+CD19-CD3- cells from engrafted AML blasts treated with vehicle, replicate 2",-0.150943176828,"GSE34965","GPL570",6,6,"vehicle","sorted CD45+CD33+CD19-CD3- AML blasts",NA,TRUE,"control","control",FALSE
"GSM859610","CD45+CD33+CD19-CD3- cells from engrafted AML blasts treated with CWP, replicate 1",-0.0514209203175,"GSE34965","GPL570",6,6,"CWP","sorted CD45+CD33+CD19-CD3- AML blasts",NA,FALSE,"CWP","high",FALSE
"GSM859611","CD45+CD33+CD19-CD3- cells from engrafted AML blasts treated with CWP, replicate 2",0.563326563298,"GSE34965","GPL570",6,6,"CWP","sorted CD45+CD33+CD19-CD3- AML blasts",NA,FALSE,"CWP","high",FALSE
"GSM1036389","THP1 untreated replicate 1",3.97000999276707,"GSE42259","GPL570",6,6,"Untreated","THP1",NA,TRUE,"control","control",TRUE
"GSM1036390","THP1 untreated replicate 2",3.94232330844963,"GSE42259","GPL570",6,6,"Untreated","THP1",NA,TRUE,"control","control",TRUE
"GSM1036391","THP1 untreated replicate 3",3.87007274482021,"GSE42259","GPL570",6,6,"Untreated","THP1",NA,TRUE,"control","control",TRUE
"GSM1036392","THP1 Dll4-Fc treated replicate 1",3.59782660154528,"GSE42259","GPL570",6,6,"60nM Dll4-Fc treated","THP1",NA,FALSE,"Dll4-Fc","high",TRUE
"GSM1036393","THP1 Dll4-Fc treated replicate 2",3.64571666887901,"GSE42259","GPL570",6,6,"60nM Dll4-Fc treated","THP1",NA,FALSE,"Dll4-Fc","high",TRUE
"GSM1036394","THP1 Dll4-Fc treated replicate 3",3.65036032750938,"GSE42259","GPL570",6,6,"60nM Dll4-Fc treated","THP1",NA,FALSE,"Dll4-Fc","high",TRUE
"GSM1059539","experiment #1 RNAi",4.9624901847535,"GSE43258","GPL570",6,6,"ATRA",NA,NA,FALSE,"ATRA","high",FALSE
"GSM1059540","experiment #1 scr",4.9470791557054,"GSE43258","GPL570",6,6,"ATRA",NA,NA,FALSE,"ATRA","high",FALSE
"GSM1059541","experiment #2 RNAi",4.9696141367029,"GSE43258","GPL570",6,6,"DMSO control",NA,NA,TRUE,"control","control",FALSE
"GSM1059542","experiment #2 scr",4.9479330656497,"GSE43258","GPL570",6,6,"DMSO control",NA,NA,TRUE,"control","control",FALSE
"GSM1059543","experiment #3 RNAi",5.0351319933024,"GSE43258","GPL570",6,6,"ATRA",NA,NA,FALSE,"ATRA","high",FALSE
"GSM1059544","experiment #3 scr",4.9762292315071,"GSE43258","GPL570",6,6,"ATRA",NA,NA,FALSE,"ATRA","high",FALSE
"GSM1128393","MOLM_DMSO_Replicate1",3.42709164170017,"GSE46302","GPL3921",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",TRUE
"GSM1128394","MOLM_DMSO_Replicate2",3.460484956594,"GSE46302","GPL3921",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",TRUE
"GSM1128395","MOLM_DMSO_Replicate3",3.46720747675908,"GSE46302","GPL3921",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",TRUE
"GSM1128396","MOLM_R406_Replicate1",3.36612061108791,"GSE46302","GPL3921",6,6,"R406","MOLM-14",NA,FALSE,"R406","high",TRUE
"GSM1128397","MOLM_R406_Replicate2",3.39936387166027,"GSE46302","GPL3921",6,6,"R406","MOLM-14",NA,FALSE,"R406","high",TRUE
"GSM1128398","MOLM_R406_Replicate3",3.47542915309432,"GSE46302","GPL3921",6,6,"R406","MOLM-14",NA,FALSE,"R406","high",TRUE
"GSM1128399","U937_DMSO_Replicate1",2.9090737461254,"GSE46302","GPL3921",6,6,"DMSO","U937",NA,TRUE,"control","control",TRUE
"GSM1128400","U937_DMSO_Replicate2",2.96134984537473,"GSE46302","GPL3921",6,6,"DMSO","U937",NA,TRUE,"control","control",TRUE
"GSM1128401","U937_DMSO_Replicate3",2.95478200000188,"GSE46302","GPL3921",6,6,"DMSO","U937",NA,TRUE,"control","control",TRUE
"GSM1128402","U937_R406_Replicate1",2.87545704159979,"GSE46302","GPL3921",6,6,"R406","U937",NA,FALSE,"R406","high",TRUE
"GSM1128403","U937_R406_Replicate2",2.88548320478637,"GSE46302","GPL3921",6,6,"R406","U937",NA,FALSE,"R406","high",TRUE
"GSM1128404","U937_R406_Replicate3",2.92616181947135,"GSE46302","GPL3921",6,6,"R406","U937",NA,FALSE,"R406","high",TRUE
"GSM1128405","HL60_DMSO_Replicate1",2.21795329987829,"GSE46302","GPL3921",6,6,"DMSO","HL-60",NA,TRUE,"control","control",TRUE
"GSM1128406","HL60_DMSO_Replicate2",2.11919511820042,"GSE46302","GPL3921",6,6,"DMSO","HL-60",NA,TRUE,"control","control",TRUE
"GSM1128407","HL60_DMSO_Replicate3",2.14841955863608,"GSE46302","GPL3921",6,6,"DMSO","HL-60",NA,TRUE,"control","control",TRUE
"GSM1128408","HL60_R406_Replicate1",2.29145102091131,"GSE46302","GPL3921",6,6,"R406","HL-60",NA,FALSE,"R406","high",TRUE
"GSM1128409","HL60_R406_Replicate2",2.28304676686008,"GSE46302","GPL3921",6,6,"R406","HL-60",NA,FALSE,"R406","high",TRUE
"GSM1128410","HL60_R406_Replicate3",2.2332735511146,"GSE46302","GPL3921",6,6,"R406","HL-60",NA,FALSE,"R406","high",TRUE
"GSM1128411","KG1_24H_DMSO_Replicate1",4.51611714732801,"GSE46302","GPL3921",6,6,"DMSO","KG-1",NA,TRUE,"control","control",TRUE
"GSM1128412","KG1_24H_DMSO_Replicate2",4.55779794283533,"GSE46302","GPL3921",6,6,"DMSO","KG-1",NA,TRUE,"control","control",TRUE
"GSM1128413","KG1_24H_DMSO_Replicate3",4.5927333525609,"GSE46302","GPL3921",6,6,"DMSO","KG-1",NA,TRUE,"control","control",TRUE
"GSM1128414","KG1_24H_R406_Replicate1",4.29655526211705,"GSE46302","GPL3921",6,6,"R406","KG-1",NA,FALSE,"R406","high",TRUE
"GSM1128415","KG1_24H_R406_Replicate2",4.21487471858714,"GSE46302","GPL3921",6,6,"R406","KG-1",NA,FALSE,"R406","high",TRUE
"GSM1128416","KG1_24H_R406_Replicate3",4.29981161941534,"GSE46302","GPL3921",6,6,"R406","KG-1",NA,FALSE,"R406","high",TRUE
"GSM1138793","AML_16",4.0931807692045,"GSE46819","GPL570",6,6,"untreated",NA,"46,XY,del(13)(q12q14)[20]",TRUE,"control","control",FALSE
"GSM1138794","AML_2",4.2344957048746,"GSE46819","GPL570",6,6,"untreated",NA,"46,XX[20]",TRUE,"control","control",FALSE
"GSM1138795","AML_28",3.2692924708067,"GSE46819","GPL570",6,6,"untreated",NA,"46,XX,inv(16)(p13.1q22)[20]",TRUE,"control","control",FALSE
"GSM1138796","AML_51",3.2226162052689,"GSE46819","GPL570",6,6,"untreated",NA,"46,XX,inv(16)(p13.1q22)[24]",TRUE,"control","control",FALSE
"GSM1138797","AML_56",3.67749405857,"GSE46819","GPL570",6,6,"untreated",NA,"46,XY[24]",TRUE,"control","control",FALSE
"GSM1138798","AML_67",3.4819943947596,"GSE46819","GPL570",6,6,"untreated",NA,"46,XX[17]",TRUE,"control","control",FALSE
"GSM1138799","AML_19",3.8217883043178,"GSE46819","GPL570",6,6,"untreated",NA,"47,XX,+8[19];46,XX[1]",TRUE,"control","control",FALSE
"GSM1138800","AML_39",4.4584795803743,"GSE46819","GPL570",6,6,"untreated",NA,"47,XY,+11[18];46,XY[2]",TRUE,"control","control",FALSE
"GSM1138801","AML_12",3.6602509587967,"GSE46819","GPL570",6,6,"untreated",NA,"46,XY[20]",TRUE,"control","control",FALSE
"GSM1138802","AML_25",3.9701346495363,"GSE46819","GPL570",6,6,"untreated",NA,"47,XX,+21[20]",TRUE,"control","control",FALSE
"GSM1138803","AML_30",4.578882336789,"GSE46819","GPL570",6,6,"untreated",NA,"46,XX[20]",TRUE,"control","control",FALSE
"GSM1138804","AML_3",4.52328571107,"GSE46819","GPL570",6,6,"untreated",NA,"46,XY,del(12)(p11p13)[3];46,XY[17]",TRUE,"control","control",FALSE
"GSM1138805","AML_paired_case_4_BV6",3.2935299317565,"GSE46819","GPL570",6,6,"BV6",NA,"46,XX[20]",FALSE,"BV6","high",FALSE
"GSM1138806","AML_paired_case_4_DMSO",4.0022449042773,"GSE46819","GPL570",6,6,"DMSO",NA,"46,XX[20]",TRUE,"control","control",FALSE
"GSM1138807","AML_paired_case_5_BV6",3.1299549998035,"GSE46819","GPL570",6,6,"BV6",NA,"46,XY[20]",FALSE,"BV6","high",FALSE
"GSM1138808","AML_paired_case_5_DMSO",4.7044448657972,"GSE46819","GPL570",6,6,"DMSO",NA,"46,XY[20]",TRUE,"control","control",FALSE
"GSM1138809","AML_paired_case_6_BV6",4.4436089160412,"GSE46819","GPL570",6,6,"BV6",NA,"46,XX[20]",FALSE,"BV6","high",FALSE
"GSM1138810","AML_paired_case_6_DMSO",4.8628434912584,"GSE46819","GPL570",6,6,"DMSO",NA,"46,XX[20]",TRUE,"control","control",FALSE
"GSM1138811","AML_paired_case_1_BV6",4.4353555439158,"GSE46819","GPL570",6,6,"BV6",NA,"46,XY[20]",FALSE,"BV6","high",FALSE
"GSM1138812","AML_paired_case_1_DMSO",4.4857134468439,"GSE46819","GPL570",6,6,"DMSO",NA,"46,XY[20]",TRUE,"control","control",FALSE
"GSM1138813","AML_paired_case_2_BV6",4.0460334490762,"GSE46819","GPL570",6,6,"BV6",NA,"na",FALSE,"BV6","high",FALSE
"GSM1138814","AML_paired_case_2_DMSO",4.1463484021027,"GSE46819","GPL570",6,6,"DMSO",NA,"na",TRUE,"control","control",FALSE
"GSM1138815","AML_paired_case_3_BV6",4.4021884750552,"GSE46819","GPL570",6,6,"BV6",NA,"45,XY,inv(3)(q21q26.2),-7[20]",FALSE,"BV6","high",FALSE
"GSM1138816","AML_paired_case_3_DMSO",4.4143029150423,"GSE46819","GPL570",6,6,"DMSO",NA,"45,XY,inv(3)(q21q26.2),-7[20]",TRUE,"control","control",FALSE
"GSM1325408","NB4 Control 6h rep1",4.0049750960651,"GSE54869","GPL6104",5,6,"none","NB4",NA,TRUE,"control","control",FALSE
"GSM1325409","NB4 MS 6h rep1",4.2776148553332,"GSE54869","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","NB4",NA,FALSE,"MS27-275","high",FALSE
"GSM1325410","NB4 SAHA 6h rep1",4.0402457694221,"GSE54869","GPL6104",5,6,"SAHA (Merck)","NB4",NA,FALSE,"SAHA","high",FALSE
"GSM1325411","K562 Control 6h rep1",4.1327261742627,"GSE54869","GPL6104",5,6,"none","K562",NA,TRUE,"control","control",FALSE
"GSM1325412","K562 MS 6h rep1",4.579714725366,"GSE54869","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","K562",NA,FALSE,"MS27-275","high",FALSE
"GSM1325413","K562 SAHA 6h rep1",4.3285212378489,"GSE54869","GPL6104",5,6,"SAHA (Merck)","K562",NA,FALSE,"SAHA","high",FALSE
"GSM1325414","U937 Control 6h rep1",3.7205870713714,"GSE54869","GPL6104",5,6,"none","U937",NA,TRUE,"control","control",FALSE
"GSM1325415","U937 MS 6h rep1",3.6962953430561,"GSE54869","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","U937",NA,FALSE,"MS27-275","high",FALSE
